Publish Date,Organization,Source Country,Product Name,Manufacturer (as displayed),Distributor,Reason,More Info,URL
2020-07-13,Health Canada,Canada,Aldara,,,Product safety,Product safety. Aldara P (2020-07-13),https://recalls-rappels.canada.ca/en/alert-recall/aldara-p-2020-07-13
2020-06-24,U.S. Food and Drug Administration (FDA),United States,Irinotecan,Thymoorgan Pharmazie GmbH,West-Word Pharmaceutical Corp. Eatontown,Defective Container: Customer complaints received of a crimp defect while removing the flip-cap during use.,"Irinotecan HCL Injection, USP, 100mg/5mL, 5 mL vials, Rx only, Manufactured by: Thymoorgan Pharmazie GmbH, Shiffgraben 23, 38690 Golsar, Germany  Distributed by: West-Word Pharmaceutical Corp. Eatontown, NJ 07724 USA, NDC 0143-9583-01 Lot #:AC0231A, exp. date 08/2021",https://api.fda.gov/drug/enforcement.json?search=event_id:85831
2020-05-08,Health Canada,Canada,Tepadina,,,Product safety,Product safety. Tepadina (2020-05-08),https://recalls-rappels.canada.ca/en/alert-recall/tepadina-2020-05-08
2020-04-22,U.S. Food and Drug Administration (FDA),United States,Fluorouracil,,,Lack of Processing Control,"Fluorouracil (5-FU) 4.5% Cream 100 GM, tube Rx, The Medicine Shoppe Pharmacy, Port Charlotte, FL Lot: 45044 Discard by: 8/2/2020",https://api.fda.gov/drug/enforcement.json?search=event_id:85404
2020-04-08,U.S. Food and Drug Administration (FDA),United States,Mitomycin,,,Lack of Assurance of Sterility: due to concerns with production processes which cannot assure sterility of products intended to be sterile.,"*Mitomycin 0.04% Ophth DR eye drops, 5 mL bottle, Rx only,  Medical Center Pharmacy, 2401 N. Ocoee Street, Cleveland, TN 37311, NDC 67457-0518-05. Lot: 03022020@5 BUD: 03/16/2020",https://api.fda.gov/drug/enforcement.json?search=event_id:85217
2020-03-11,U.S. Food and Drug Administration (FDA),United States,Human,,,Lack of Assurance of Sterility,"Human Chorionic Gonadotropin (hCG) Injection, HCG [10ML] 1000 IU/ML INJECTABLE, For IM, SC Use, Refrigerate,10 mL Multi-dose Vial, Rx only, Axia Pharmaceutical 1990 Westwood Blvd. Ste 135, Los Angeles, CA 90025; NDC 71283-0533-1 Lot #: 07222019+52720, Exp 1/28/2020; 09182019+52923, Exp 3/26/2020; 10232019+53148, Exp 2/28/2020; 11142019+53243, Exp 5/22/2020",https://api.fda.gov/drug/enforcement.json?search=event_id:84978
2020-03-11,U.S. Food and Drug Administration (FDA),United States,Dexamethasone,,,Lack of Assurance of Sterility,"Dexamethasone (LA) Injectable Suspension, DEXAMETHASONE LA [10ML] 16MG  INJ SUSP, For IM, IA Use, Shake Well, 10 mL Multi-dose Vial, Rx only, Axia Pharmaceutical 1990 Westwood Blvd. Ste 135, Los Angeles, CA 90025; NDC 71283-0630-1 Lot #: 10022019+53002, Exp 10/1/2020",https://api.fda.gov/drug/enforcement.json?search=event_id:84978
2020-03-04,U.S. Food and Drug Administration (FDA),United States,Zoledronic,Pharmaceutics International,Breckenridge Pharmaceutical,Failed Impurities/Degradation Specifications: Out-of-specification results obtained for impurities during stability testing.,"Zoledronic Acid Injection 5 mg/100 mL (0.05 mg/mL), Solution for Intravenous Infusion, Sterile Solution, 100 mL Single - Dose Vial per Carton, Rx Only, Distributed by: Breckenridge Pharmaceutical, Inc., Boca Raton, FL 33487, Manufactured by: Pharmaceutics International, Inc., Hunt Valley, MD 21031, NDC 51991-064-98. Lot # 5553.044E; 5553.044F, Exp. 04/30/2021",https://api.fda.gov/drug/enforcement.json?search=event_id:85054
2020-02-19,U.S. Food and Drug Administration (FDA),United States,Raloxifene,,American Health Packaging,Failed Dissolution Specifications: Low out of specification results obtained during stability testing.,"Raloxifene Hydrochloride Tablets, USP, 60 mg, 30 Tablets (3 x 10 blister cards), Rx Only, Packaged and Distributed by: American Health Packaging, Columbus, Ohio 43217.  NDC carton: 60687-266-21; NDC Unit Dose: 60687-266-11 Lot #:180276A, Exp date 02/29/2020",https://api.fda.gov/drug/enforcement.json?search=event_id:84898
2020-01-06,Health Canada,Canada,Docetaxel,,,Product safety,Product safety. Docetaxel Injection (2020-01-06),https://recalls-rappels.canada.ca/en/alert-recall/docetaxel-injection-2020-01-06
